OK
719.380527
557
Boogie Dump Took : 1.477238
0.001958
19.090452
1.25994128186715
0,0,0,0,0,0,0,20.764788,3,0,6
0,0,0,0,0,0,0,22.443588,5,7,2
0,0,0,0,0,0,0,15.784734,3,0,10
0,0,0,0,0,0,0,22.87739,5,1,4
0,0,0,0,0,0,0,19.596214,4,0,5
0,0,0,0,0,0,0,19.769049,5,9,4
0,0,0,0,0,0,0,20.176056,7,7,5
0,0,0,0,0,0,0,16.504599,3,2,9
0,0,0,0,0,0,0,20.015329,5,8,1
0,0,0,0,0,0,0,17.512213,4,10,5
0,0,0,0,0,0,0,18.711417,2,0,7
0,0,0,0,0,0,0,27.753951,6,7,3
0,0,0,0,0,0,0,24.211956,7,7,1
0,0,0,0,0,0,0,20.822325,4,3,3
0,0,0,0,0,0,0,19.726555,2,0,7
0,0,0,0,0,0,0,21.539297,7,7,0
0,0,0,0,0,0,0,32.92543,6,17,0
0,0,0,0,0,0,0,32.738948,4,2,1
0,0,0,0,0,0,0,32.757489,3,5,0
0,0,0,0,0,0,0,28.906662,6,12,7
0,0,0,0,0,0,0,28.891266,4,14,5
0,0,0,0,0,0,0,28.87132,4,5,2
0,0,0,0,0,0,0,32.205468,5,8,5
0,0,0,0,0,0,0,32.568441,5,25,0
0,0,0,0,0,0,0,32.268401,2,4,1
0,0,0,0,0,0,0,33.258191,7,11,0
0,0,0,0,0,0,0,33.180435,4,9,5
0,0,0,0,0,0,0,33.53882,5,10,1
0,0,0,0,0,0,0,33.860303,2,6,0
0,0,0,0,0,0,0,34.178063,2,8,0
0,0,0,0,0,0,0,34.972446,2,18,5
0,0,0,0,0,0,0,35.60477,5,3,0
#stats#
TotalSplitsOR: 144
1161 : 01-01 00:00:00.000000,15-04 09:04:37.674723
1280 : 15-04 09:04:40.442734,15-04 09:04:41.962832
1281 : 01-01 00:00:00.000000,15-04 09:04:41.962848
1275 : 15-04 09:04:40.366822,15-04 09:04:41.962849
1276 : 01-01 00:00:00.000000,15-04 09:04:41.962857
1270 : 15-04 09:04:40.271867,15-04 09:04:41.962858
1271 : 01-01 00:00:00.000000,15-04 09:04:41.962867
1365 : 15-04 09:04:59.667553,15-04 09:05:00.251997
1366 : 01-01 00:00:00.000000,15-04 09:05:00.252017
1360 : 15-04 09:04:59.244342,15-04 09:05:00.252018
1361 : 01-01 00:00:00.000000,15-04 09:05:00.252026
1350 : 15-04 09:04:58.949308,15-04 09:05:00.252027
1351 : 01-01 00:00:00.000000,15-04 09:05:00.252036
1405 : 15-04 09:05:05.794863,15-04 09:05:06.182090
1406 : 01-01 00:00:00.000000,15-04 09:05:06.182113
1400 : 15-04 09:05:05.719332,15-04 09:05:06.182114
1401 : 01-01 00:00:00.000000,15-04 09:05:06.182123
1395 : 15-04 09:05:05.651685,15-04 09:05:06.182124
1396 : 01-01 00:00:00.000000,15-04 09:05:06.182133
1465 : 15-04 09:05:17.316864,15-04 09:05:17.737718
1466 : 01-01 00:00:00.000000,15-04 09:05:17.737736
1460 : 15-04 09:05:17.169317,15-04 09:05:17.737737
1461 : 01-01 00:00:00.000000,15-04 09:05:17.737745
1455 : 15-04 09:05:16.975687,15-04 09:05:17.737746
1456 : 01-01 00:00:00.000000,15-04 09:05:17.737755
1510 : 15-04 09:05:27.219274,15-04 09:05:27.650515
1511 : 01-01 00:00:00.000000,15-04 09:05:27.650549
1505 : 15-04 09:05:27.096756,15-04 09:05:27.650550
1506 : 01-01 00:00:00.000000,15-04 09:05:27.650565
1500 : 15-04 09:05:26.960731,15-04 09:05:27.650567
1501 : 01-01 00:00:00.000000,15-04 09:05:27.650581
850 : 15-04 09:03:55.786140,15-04 09:05:36.906400
851 : 01-01 00:00:00.000000,15-04 09:05:36.906414
845 : 15-04 09:03:55.765455,15-04 09:05:36.906415
846 : 01-01 00:00:00.000000,15-04 09:05:36.906431
840 : 15-04 09:03:55.750937,15-04 09:05:36.906432
841 : 01-01 00:00:00.000000,15-04 09:05:36.906440
1595 : 15-04 09:05:52.499507,15-04 09:05:52.904792
1596 : 01-01 00:00:00.000000,15-04 09:05:52.904810
1585 : 15-04 09:05:52.391556,15-04 09:05:52.904811
1586 : 01-01 00:00:00.000000,15-04 09:05:52.904820
1580 : 15-04 09:05:52.260174,15-04 09:05:52.904820
1581 : 01-01 00:00:00.000000,15-04 09:05:52.904829
1260 : 15-04 09:04:39.337891,15-04 09:05:56.647631
1261 : 01-01 00:00:00.000000,15-04 09:05:56.647646
1255 : 15-04 09:04:39.237019,15-04 09:05:56.647647
1256 : 01-01 00:00:00.000000,15-04 09:05:56.647656
1250 : 15-04 09:04:39.155048,15-04 09:05:56.647656
1251 : 01-01 00:00:00.000000,15-04 09:05:56.647665
1655 : 15-04 09:05:59.338762,15-04 09:06:00.409533
1656 : 01-01 00:00:00.000000,15-04 09:06:00.409548
1650 : 15-04 09:05:59.148666,15-04 09:06:00.409550
1651 : 01-01 00:00:00.000000,15-04 09:06:00.409558
1645 : 15-04 09:05:59.033046,15-04 09:06:00.409559
1646 : 01-01 00:00:00.000000,15-04 09:06:00.409570
1630 : 15-04 09:05:58.793922,15-04 09:06:10.980383
1631 : 01-01 00:00:00.000000,15-04 09:06:10.980406
1625 : 15-04 09:05:58.689863,15-04 09:06:10.980407
1626 : 01-01 00:00:00.000000,15-04 09:06:10.980416
1620 : 15-04 09:05:58.546913,15-04 09:06:10.980425
1621 : 01-01 00:00:00.000000,15-04 09:06:10.980435
1695 : 15-04 09:06:15.120754,15-04 09:06:16.806384
1696 : 01-01 00:00:00.000000,15-04 09:06:16.806404
1690 : 15-04 09:06:14.980117,15-04 09:06:16.806405
1691 : 01-01 00:00:00.000000,15-04 09:06:16.806414
1685 : 15-04 09:06:14.569241,15-04 09:06:16.806415
1686 : 01-01 00:00:00.000000,15-04 09:06:16.806434
1145 : 15-04 09:04:23.927665,15-04 09:06:31.458269
1146 : 01-01 00:00:00.000000,15-04 09:06:31.458293
1140 : 15-04 09:04:23.854179,15-04 09:06:31.458294
1141 : 01-01 00:00:00.000000,15-04 09:06:31.458303
1135 : 15-04 09:04:23.771729,15-04 09:06:31.458304
1136 : 01-01 00:00:00.000000,15-04 09:06:31.458312
1775 : 15-04 09:06:39.527382,15-04 09:06:41.230191
1776 : 01-01 00:00:00.000000,15-04 09:06:41.230214
1770 : 15-04 09:06:39.152392,15-04 09:06:41.230216
1771 : 01-01 00:00:00.000000,15-04 09:06:41.230225
1765 : 15-04 09:06:39.003473,15-04 09:06:41.230225
1766 : 01-01 00:00:00.000000,15-04 09:06:41.230238
980 : 15-04 09:04:06.558360,15-04 09:06:50.916543
981 : 01-01 00:00:00.000000,15-04 09:06:50.916566
975 : 15-04 09:04:06.521000,15-04 09:06:50.916567
976 : 01-01 00:00:00.000000,15-04 09:06:50.916576
970 : 15-04 09:04:06.487289,15-04 09:06:50.916577
971 : 01-01 00:00:00.000000,15-04 09:06:50.916586
1895 : 15-04 09:07:26.681727,15-04 09:07:27.590558
1896 : 01-01 00:00:00.000000,15-04 09:07:27.590578
1890 : 15-04 09:07:26.530143,15-04 09:07:27.590579
1891 : 01-01 00:00:00.000000,15-04 09:07:27.590588
1885 : 15-04 09:07:26.362712,15-04 09:07:27.590589
1886 : 01-01 00:00:00.000000,15-04 09:07:27.590597
1220 : 15-04 09:04:33.852713,15-04 09:07:39.964848
1221 : 01-01 00:00:00.000000,15-04 09:07:39.964870
1215 : 15-04 09:04:33.779510,15-04 09:07:39.964871
1216 : 01-01 00:00:00.000000,15-04 09:07:39.964880
1205 : 15-04 09:04:33.694960,15-04 09:07:39.964881
1206 : 01-01 00:00:00.000000,15-04 09:07:39.964890
1485 : 15-04 09:05:18.219981,15-04 09:07:40.440258
1486 : 01-01 00:00:00.000000,15-04 09:07:40.440285
1480 : 15-04 09:05:18.112496,15-04 09:07:40.440286
1481 : 01-01 00:00:00.000000,15-04 09:07:40.440296
1475 : 15-04 09:05:18.003302,15-04 09:07:40.440297
1476 : 01-01 00:00:00.000000,15-04 09:07:40.440306
240 : 15-04 09:03:06.296324,15-04 09:07:47.523798
241 : 15-04 09:03:06.299171,15-04 09:07:47.523848
235 : 15-04 09:03:06.286402,15-04 09:07:47.523850
360 : 15-04 09:03:14.436886,15-04 09:07:47.523920
361 : 15-04 09:03:18.937386,15-04 09:07:47.523942
355 : 15-04 09:03:14.428811,15-04 09:07:47.523943
356 : 15-04 09:03:15.691600,15-04 09:07:47.523975
350 : 15-04 09:03:14.412328,15-04 09:07:47.523976
351 : 15-04 09:03:14.414245,15-04 09:07:47.524016
1120 : 15-04 09:04:21.352732,15-04 09:07:47.524084
1121 : 01-01 00:00:00.000000,15-04 09:07:47.524089
1115 : 15-04 09:04:21.290080,15-04 09:07:47.524090
1116 : 01-01 00:00:00.000000,15-04 09:07:47.524095
1110 : 15-04 09:04:21.228154,15-04 09:07:47.524100
1111 : 01-01 00:00:00.000000,15-04 09:07:47.524107
236 : 15-04 09:03:06.287790,15-04 09:07:47.524161
230 : 15-04 09:03:06.278507,15-04 09:07:47.524162
335 : 15-04 09:03:13.205408,15-04 09:07:47.524277
336 : 15-04 09:03:13.207862,15-04 09:07:47.524300
330 : 15-04 09:03:13.195870,15-04 09:07:47.524302
331 : 15-04 09:03:13.197630,15-04 09:07:47.524328
325 : 15-04 09:03:13.186790,15-04 09:07:47.524329
326 : 15-04 09:03:13.188652,15-04 09:07:47.524370
1070 : 15-04 09:04:16.198067,15-04 09:07:47.524475
1071 : 01-01 00:00:00.000000,15-04 09:07:47.524480
1065 : 15-04 09:04:16.153445,15-04 09:07:47.524481
1066 : 01-01 00:00:00.000000,15-04 09:07:47.524486
1060 : 15-04 09:04:16.103089,15-04 09:07:47.524488
1061 : 01-01 00:00:00.000000,15-04 09:07:47.524496
231 : 15-04 09:03:06.279946,15-04 09:07:47.524511
885 : 15-04 09:03:57.615117,15-04 09:09:19.090584
886 : 15-04 09:08:55.491037,15-04 09:09:19.090607
880 : 15-04 09:03:57.600028,15-04 09:09:19.090609
881 : 15-04 09:07:50.449220,15-04 09:09:19.090626
875 : 15-04 09:03:57.586745,15-04 09:09:19.090627
2130 : 15-04 09:08:48.367785,15-04 09:09:19.090668
2131 : 01-01 00:00:00.000000,15-04 09:09:19.090674
2125 : 15-04 09:08:48.086903,15-04 09:09:19.090675
2126 : 01-01 00:00:00.000000,15-04 09:09:19.090680
2120 : 15-04 09:08:47.896618,15-04 09:09:19.090681
2121 : 01-01 00:00:00.000000,15-04 09:09:19.090685
876 : 15-04 09:07:48.713291,15-04 09:09:19.090707
2210 : 15-04 09:09:08.249196,15-04 09:09:31.761573
2211 : 01-01 00:00:00.000000,15-04 09:09:31.761596
2205 : 15-04 09:09:08.067041,15-04 09:09:31.761597
2206 : 01-01 00:00:00.000000,15-04 09:09:31.761607
2200 : 15-04 09:09:07.861502,15-04 09:09:31.761608
2201 : 01-01 00:00:00.000000,15-04 09:09:31.761618
2355 : 15-04 09:10:15.141279,15-04 09:10:16.361734
2356 : 01-01 00:00:00.000000,15-04 09:10:16.361751
2350 : 15-04 09:10:15.028926,15-04 09:10:16.361752
2351 : 01-01 00:00:00.000000,15-04 09:10:16.361762
2345 : 15-04 09:10:14.908917,15-04 09:10:16.361763
2346 : 01-01 00:00:00.000000,15-04 09:10:16.361771
2440 : 15-04 09:10:59.942440,15-04 09:11:01.763957
2441 : 01-01 00:00:00.000000,15-04 09:11:01.763980
2435 : 15-04 09:10:59.825029,15-04 09:11:01.763981
2436 : 01-01 00:00:00.000000,15-04 09:11:01.763990
2430 : 15-04 09:10:59.702949,15-04 09:11:01.763990
2431 : 01-01 00:00:00.000000,15-04 09:11:01.763999
2315 : 15-04 09:09:53.474828,15-04 09:11:04.528184
2316 : 01-01 00:00:00.000000,15-04 09:11:04.528197
2310 : 15-04 09:09:53.366192,15-04 09:11:04.528198
2311 : 01-01 00:00:00.000000,15-04 09:11:04.528207
2305 : 15-04 09:09:53.236390,15-04 09:11:04.528207
2306 : 01-01 00:00:00.000000,15-04 09:11:04.528216
2490 : 15-04 09:11:14.030194,15-04 09:11:51.481310
2491 : 01-01 00:00:00.000000,15-04 09:11:51.481328
2485 : 15-04 09:11:13.908482,15-04 09:11:51.481329
2486 : 01-01 00:00:00.000000,15-04 09:11:51.481337
2480 : 15-04 09:11:13.756517,15-04 09:11:51.481338
2481 : 01-01 00:00:00.000000,15-04 09:11:51.481346
2165 : 15-04 09:08:54.666570,15-04 09:12:06.928869
2166 : 01-01 00:00:00.000000,15-04 09:12:06.928893
2155 : 15-04 09:08:54.496916,15-04 09:12:06.928894
2156 : 01-01 00:00:00.000000,15-04 09:12:06.928904
2150 : 15-04 09:08:54.317937,15-04 09:12:06.928905
2151 : 01-01 00:00:00.000000,15-04 09:12:06.928913
2470 : 15-04 09:11:04.791513,15-04 09:12:14.285114
2471 : 01-01 00:00:00.000000,15-04 09:12:14.285140
2465 : 15-04 09:11:04.668589,15-04 09:12:14.285142
2466 : 01-01 00:00:00.000000,15-04 09:12:14.285160
2460 : 15-04 09:11:04.544892,15-04 09:12:14.285163
2461 : 01-01 00:00:00.000000,15-04 09:12:14.285180
426 : 15-04 09:06:01.465906,15-04 09:12:19.317804
425 : 15-04 09:03:19.226650,15-04 09:12:19.317833
420 : 15-04 09:03:19.219993,15-04 09:12:19.317836
2025 : 15-04 09:08:14.700576,15-04 09:12:19.317977
2026 : 01-01 00:00:00.000000,15-04 09:12:19.317984
2020 : 15-04 09:08:14.494359,15-04 09:12:19.317985
2021 : 01-01 00:00:00.000000,15-04 09:12:19.317991
2015 : 15-04 09:08:14.322857,15-04 09:12:19.317992
2016 : 01-01 00:00:00.000000,15-04 09:12:19.317998
2520 : 15-04 09:11:38.416993,15-04 09:12:19.318061
2521 : 01-01 00:00:00.000000,15-04 09:12:19.318067
2515 : 15-04 09:11:38.279768,15-04 09:12:19.318068
2516 : 01-01 00:00:00.000000,15-04 09:12:19.318074
2510 : 15-04 09:11:38.136975,15-04 09:12:19.318075
2511 : 01-01 00:00:00.000000,15-04 09:12:19.318081
1845 : 15-04 09:07:09.880532,15-04 09:12:19.318088
1846 : 01-01 00:00:00.000000,15-04 09:12:19.318094
1840 : 15-04 09:07:09.624110,15-04 09:12:19.318095
1841 : 15-04 09:11:56.755741,15-04 09:12:19.318101
1835 : 15-04 09:07:09.475363,15-04 09:12:19.318101
1836 : 15-04 09:11:03.823725,15-04 09:12:19.318125
2290 : 15-04 09:09:46.828849,15-04 09:12:19.318192
2291 : 01-01 00:00:00.000000,15-04 09:12:19.318198
2285 : 15-04 09:09:46.747097,15-04 09:12:19.318199
2286 : 01-01 00:00:00.000000,15-04 09:12:19.318204
2280 : 15-04 09:09:46.502910,15-04 09:12:19.318205
2281 : 01-01 00:00:00.000000,15-04 09:12:19.318212
421 : 15-04 09:05:54.037941,15-04 09:12:19.318306
415 : 15-04 09:03:19.213399,15-04 09:12:19.318307
416 : 15-04 09:03:21.113016,15-04 09:12:19.318381
2181 : 15-04 09:12:22.411195,15-04 09:13:36.408842
2550 : 15-04 09:11:48.009386,15-04 09:13:36.408899
2551 : 15-04 09:12:30.205643,15-04 09:13:36.408913
2545 : 15-04 09:11:47.854197,15-04 09:13:36.408914
2546 : 15-04 09:12:24.037667,15-04 09:13:36.408919
2540 : 15-04 09:11:47.554466,15-04 09:13:36.408920
2541 : 15-04 09:12:23.604607,15-04 09:13:36.408933
2180 : 15-04 09:08:55.330809,15-04 09:13:36.408966
2175 : 15-04 09:08:55.130900,15-04 09:13:36.408967
2176 : 15-04 09:12:20.361752,15-04 09:13:36.408994
2170 : 15-04 09:08:54.950067,15-04 09:13:36.408995
2171 : 15-04 09:12:19.572027,15-04 09:13:36.409023
495 : 15-04 09:03:23.805084,15-04 09:14:34.927382
496 : 15-04 09:07:47.973149,15-04 09:14:34.927434
490 : 15-04 09:03:23.797169,15-04 09:14:34.927435
2725 : 15-04 09:13:43.116579,15-04 09:14:34.927546
2726 : 01-01 00:00:00.000000,15-04 09:14:34.927552
2720 : 15-04 09:13:43.070527,15-04 09:14:34.927552
2721 : 15-04 09:14:16.787429,15-04 09:14:34.927557
2715 : 15-04 09:13:43.030861,15-04 09:14:34.927558
2716 : 15-04 09:14:06.147652,15-04 09:14:34.927563
2600 : 15-04 09:12:42.905846,15-04 09:14:34.927583
2601 : 15-04 09:13:36.835652,15-04 09:14:34.927588
2595 : 15-04 09:12:42.868214,15-04 09:14:34.927588
2596 : 15-04 09:13:36.421615,15-04 09:14:34.927593
2590 : 15-04 09:12:42.521970,15-04 09:14:34.927594
2591 : 15-04 09:12:58.692352,15-04 09:14:34.927608
491 : 15-04 09:07:47.958429,15-04 09:14:34.927653
485 : 15-04 09:03:23.789921,15-04 09:14:34.927654
486 : 15-04 09:07:47.609552,15-04 09:14:34.927763
