NOK
788.468408
897
Boogie Dump Took : 1.674809
0.001322
8.179373
0.872565362318841
0,0,0,0,0,0,0,10.530215,8,6,14
0,0,0,0,0,0,0,10.918335,16,13,16
0,0,0,0,0,0,0,10.763976,7,6,13
0,0,0,0,0,0,0,13.085791,12,10,9
0,0,0,0,0,0,0,12.374425,8,8,6
0,0,0,0,0,0,0,13.475642,9,10,18
0,0,0,0,0,0,0,10.971063,4,8,8
0,0,0,0,0,0,0,11.988318,18,6,7
0,0,0,0,0,0,0,14.744934,11,16,15
0,0,0,0,0,0,0,14.223091,9,12,8
0,0,0,0,0,0,0,13.913553,14,10,9
0,0,0,0,0,0,0,13.700988,13,18,5
0,0,0,0,0,0,0,13.905647,9,7,10
0,0,0,0,0,0,0,13.647364,8,13,8
0,0,0,0,0,0,0,13.953127,5,12,12
0,0,0,0,0,0,0,15.3532,15,8,8
0,0,0,0,0,0,0,161.905819,15,14,13
0,0,0,0,0,0,0,158.37227,14,9,10
0,0,0,0,0,0,0,155.732191,17,11,11
0,0,0,0,0,0,0,157.077349,15,9,11
0,0,0,0,0,0,0,154.263898,18,12,20
0,0,0,0,0,0,0,153.44712,16,8,6
0,0,0,0,0,0,0,164.36804,16,18,5
0,0,0,0,0,0,0,161.782695,16,16,11
0,0,0,0,0,0,0,161.025679,17,9,10
0,0,0,0,0,0,0,162.866453,16,6,12
0,0,0,0,0,0,0,161.085676,15,10,12
0,0,0,0,0,0,0,162.091075,14,19,11
0,0,0,0,0,0,0,163.835381,14,11,21
0,0,0,0,0,0,0,154.357857,18,5,9
0,0,0,0,0,0,0,148.422639,13,13,23
0,0,0,0,0,0,0,158.699192,12,15,17
#stats#
TotalSplitsOR: 81
3526 : 01-01 00:00:00.000000,14-04 00:13:06.041984
3505 : 14-04 00:13:03.674362,14-04 00:13:08.694786
3506 : 01-01 00:00:00.000000,14-04 00:13:08.694803
3535 : 14-04 00:13:07.194751,14-04 00:13:09.097108
3536 : 01-01 00:00:00.000000,14-04 00:13:09.097124
3465 : 14-04 00:12:54.706733,14-04 00:13:20.199370
3466 : 01-01 00:00:00.000000,14-04 00:13:20.199390
2361 : 14-04 00:09:39.471682,14-04 00:13:20.926055
2360 : 14-04 00:09:35.850336,14-04 00:13:20.926095
3420 : 14-04 00:12:43.872192,14-04 00:13:32.915678
3421 : 14-04 00:12:44.200047,14-04 00:13:32.915701
3625 : 14-04 00:13:38.649076,14-04 00:13:39.545198
3626 : 01-01 00:00:00.000000,14-04 00:13:39.545213
3650 : 14-04 00:13:45.399955,14-04 00:13:45.827174
3651 : 01-01 00:00:00.000000,14-04 00:13:45.827195
3490 : 14-04 00:13:00.429620,14-04 00:13:58.911737
3491 : 14-04 00:13:20.955124,14-04 00:13:58.911761
3815 : 14-04 00:14:26.042305,14-04 00:14:26.561839
3816 : 01-01 00:00:00.000000,14-04 00:14:26.561870
3805 : 14-04 00:14:25.624444,14-04 00:14:27.154860
3806 : 01-01 00:00:00.000000,14-04 00:14:27.154875
3615 : 14-04 00:13:38.429194,14-04 00:14:31.687395
3616 : 14-04 00:14:00.346057,14-04 00:14:31.687428
3940 : 14-04 00:14:53.341052,14-04 00:14:54.011358
3941 : 01-01 00:00:00.000000,14-04 00:14:54.011378
3915 : 14-04 00:14:51.957299,14-04 00:15:03.417002
3916 : 01-01 00:00:00.000000,14-04 00:15:03.417019
3825 : 14-04 00:14:26.400093,14-04 00:15:11.423649
3826 : 14-04 00:14:31.730922,14-04 00:15:11.423668
3905 : 14-04 00:14:47.903956,14-04 00:15:20.744193
3906 : 01-01 00:00:00.000000,14-04 00:15:20.744230
4085 : 14-04 00:15:27.224661,14-04 00:15:27.607440
4086 : 01-01 00:00:00.000000,14-04 00:15:27.607458
3925 : 14-04 00:14:52.574606,14-04 00:15:30.466251
3926 : 14-04 00:15:29.415392,14-04 00:15:30.466269
4240 : 14-04 00:15:57.671627,14-04 00:15:57.946163
4241 : 01-01 00:00:00.000000,14-04 00:15:57.946179
4010 : 14-04 00:15:11.047345,14-04 00:15:59.672765
4011 : 01-01 00:00:00.000000,14-04 00:15:59.672783
4335 : 14-04 00:16:17.452910,14-04 00:16:18.016706
4336 : 01-01 00:00:00.000000,14-04 00:16:18.016739
4475 : 14-04 00:16:35.428553,14-04 00:16:37.577959
4476 : 01-01 00:00:00.000000,14-04 00:16:37.577980
