Name,OR_Outcome,OR_TotalSplits,OR_Runtime,Who_Performed_Better,Run number
kbdclass_ioallocateirpsignaleventincompletion_1.bpl.bpl.txt,NOK,139,29.803582000000002,OR,Run1
avc_irqlkereleasespinlock_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
serial_zwregistryopen_2.bpl.bpl.txt,OK,313,889.999999,OR,Run1
driver_zwregistrycreate_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
mouser_removelockreleasepnp_0.bpl.bpl.txt,NOK,169,16.382272999999998,OR,Run1
avc_irqlkedispatchlte_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
usbccgp_lowerdriverreturn_0.bpl.bpl.txt,NOK,98,11.447911000000001,OR,Run1
sbp2port_signaleventincompletion_0.bpl.bpl.txt,NOK,105,25.464216999999998,OR,Run1
partmgr_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
serial_zwregistryopen_1.bpl.bpl.txt,OK,275,871.803527,OR,Run1
usbccgp_markirppending_0.bpl.bpl.txt,NOK,85,7.934027,OR,Run1
sys_irqlzwpassive_3.bpl.bpl.txt,OK,91,86.04699600000001,OR,Run1
mouser_ioallocateirpsignaleventincompletion_1.bpl.bpl.txt,OK,222,92.470281,OR,Run1
mouser_iobuilddeviceiocontrolsetevent_0.bpl.bpl.txt,NOK,230,9.470921,OR,Run1
mouser_removelockmnsurpriseremove_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
sbp2port_irqlkedispatchlte_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
mouser_removelockreleasecreate_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
sbp2port_forwardedatbadirqlallocate_0.bpl.bpl.txt,NOK,97,9.743409,OR,Run1
61883_completerequest_1.bpl.bpl.txt,NOK,84,13.064848999999999,OR,Run1
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,OK,451,164.604988,OR,Run1
sys_irqlreturn_6.bpl.bpl.txt,NOK,51,20.220138000000002,OR,Run1
sbp2port_irqlkeraiselower2_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
serial_pendedcompletedrequest3_0.bpl.bpl.txt,OK,481,110.14886,OR,Run1
avc_lowerdriverreturn_0.bpl.bpl.txt,NOK,304,144.63069,OR,Run1
sbp2port_completerequest_1.bpl.bpl.txt,NOK,185,36.376522,OR,Run1
mp_iobuildfsdirpsignaleventincompletiontimeout_0.bpl.bpl.txt,OK,1581,636.494683,OR,Run1
serial_irqlkedispatchlte_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
daytona_removelockrelease2_1.bpl.bpl.txt,NOK,269,79.61835500000001,OR,Run1
hw_irqlexallocatepool_0.bpl.bpl.txt,OK,2598,1555.5483980000001,OR,Run1
driver_irqlzwpassive_1.bpl.bpl.txt,OK,6,8.229905,OR,Run1
mouser_iobuilddeviceiocontrolsetevent_1.bpl.bpl.txt,NOK,119,6.046663000000001,OR,Run1
serial_irqlexallocatepool_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
61883_ioallocatefree_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
61883_markqueryrelations_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
mouclass_multremovelock_0.bpl.bpl.txt,NOK,96,32.996728000000004,OR,Run1
mouser_removelockreleasepower_1.bpl.bpl.txt,NOK,818,1123.414025,OR,Run1
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,233,109.616655,OR,Run1
61883_irqlkesetevent_0.bpl.bpl.txt,OK,1,1.4512229999999997,OR,Run1
mouser_removelockreleasepnp_1.bpl.bpl.txt,NOK,169,15.273541000000002,OR,Run1
parzip_completerequest_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
usbccgp_completerequest_0.bpl.bpl.txt,NOK,86,7.865558,OR,Run1
mp_irqlexpassive_0.bpl.bpl.txt,OK,658,488.192068,OR,Run1
61883_ioallocatecomplete_0.bpl.bpl.txt,NOK,189,45.530609999999996,OR,Run1
kbdclass_irqlkedispatchlte_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
61883_irqlreturn_0.bpl.bpl.txt,OK,125,22.469455,OR,Run1
mouser_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,333,105.520217,OR,Run1
sbp2port_irqlkereleasespinlock_0.bpl.bpl.txt,NOK,199,39.841516,OR,Run1
avc_ioreuseirp_1.bpl.bpl.txt,NOK,382,109.85242099999999,OR,Run1
usbccgp_completerequeststatuscheck_0.bpl.bpl.txt,NOK,101,10.772347,OR,Run1
serial_irqlzwpassive_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
tffsport_checkdeviceobjectflags_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
tffsport_spinlockrelease_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
sys_removelockforwarddevicecontrol_0.bpl.bpl.txt,OK,6,4.514585,OR,Run1
61883_pendedcompletedrequest_0.bpl.bpl.txt,NOK,94,12.923686,OR,Run1
cyyport_pagedcode_0.bpl.bpl.txt,OK,293,151.568652,OR,Run1
sys_zwregistryopen_0.bpl.bpl.txt,OK,51,1743.909905,OR,Run1
parzip_nsremovelockmnremove_0.bpl.bpl.txt,OK,877,367.701528,OR,Run1
mouser_forwardedatbadirqlallocate_1.bpl.bpl.txt,NOK,175,71.51745700000001,OR,Run1
kbdclass_ioallocatefree_1.bpl.bpl.txt,NOK,101,21.215795,OR,Run1
driver_irqliopassive3_2.bpl.bpl.txt,OK,1,1.7196439999999997,OR,Run1
hw_irqlkeraiselower_0.bpl.bpl.txt,OK,1886,1093.362454,OR,Run1
61883_ioallocateirpsignaleventincompletiontimeout_1.bpl.bpl.txt,NOK,106,14.162451999999998,OR,Run1
sbp2port_irqlkeraiselower_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
serenum_markirppending_2.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
mxport_irqlkedispatchlte_0.bpl.bpl.txt,NOK,3567,2476.676507,OR,Run1
61883_markqueryrelations_1.bpl.bpl.txt,NOK,166,21.464454,OR,Run1
usbccgp_ioreuseirp_0.bpl.bpl.txt,NOK,121,15.874573000000002,OR,Run1
61883_completerequeststatuscheck_1.bpl.bpl.txt,NOK,87,12.558555,OR,Run1
avc_forwardedatbadirql_0.bpl.bpl.txt,NOK,320,79.51099599999999,OR,Run1
hw_irqlkedispatchlte_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
winnt_pendedcompletedrequest3_0.bpl.bpl.txt,NOK,141,13.390889,OR,Run1
61883_removelockrelease2_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
avc_ioreuseirp_0.bpl.bpl.txt,NOK,381,100.91525800000001,OR,Run1
61883_pendedcompletedrequest_1.bpl.bpl.txt,NOK,107,12.97958,OR,Run1
avc_pendedcompletedrequest_1.bpl.bpl.txt,OK,301,147.71665499999997,OR,Run1
serial_markingqueuedirps_0.bpl.bpl.txt,OK,1283,928.571994,OR,Run1
61883_irqlkedispatchlte_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
61883_irqlkereleasespinlock_0.bpl.bpl.txt,NOK,1706,593.2829019999999,OR,Run1
serial_irqlzwpassive_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
mouser_removelockmnsurpriseremove_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
hw_forwardedatbadirql_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
1394vdev_completerequest_0.bpl.bpl.txt,NOK,117,11.874158999999999,OR,Run1
61883_ioreuseirp_1.bpl.bpl.txt,NOK,92,14.540942,OR,Run1
Imapi_markirppending_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
avc_pendedcompletedrequest_0.bpl.bpl.txt,OK,372,175.707167,OR,Run1
61883_ioreuseirp_0.bpl.bpl.txt,NOK,91,15.309385,OR,Run1
avc_pagedcode_1.bpl.bpl.txt,OK,303,71.063166,OR,Run1
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,47,66.69521999999999,OR,Run1
sbp2port_lowerdriverreturn_1.bpl.bpl.txt,NOK,49,11.22054,OR,Run1
sbp2port_irqlioapclte_0.bpl.bpl.txt,NOK,134,13.637037,OR,Run1
61883_markirppending_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
61883_ioallocateforward_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
Imapi_removelockforwarddevicecontrol2_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
daytona_completerequeststatuscheck_1.bpl.bpl.txt,OK,334,146.680112,OR,Run1
avc_lowerdriverreturn_1.bpl.bpl.txt,NOK,431,165.64982400000002,OR,Run1
61883_completerequeststatuscheck_0.bpl.bpl.txt,NOK,88,13.336632,OR,Run1
sbp2port_irqlreturn_0.bpl.bpl.txt,NOK,43,7.756029000000001,OR,Run1
mouclass_signaleventincompletion_1.bpl.bpl.txt,OK,212,56.69444300000001,OR,Run1
serial_pagedcode_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
61883_markirppending_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,OK,766,265.00924299999997,OR,Run1
61883_removelockreleasedevicecontrol_1.bpl.bpl.txt,NOK,121,12.595725999999999,OR,Run1
61883_pendedcompletedrequest3_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
ppa3x_removelockreleasepnp_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
avc_irqlkesetevent_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,440,117.23653900000001,OR,Run1
kbdclass_powerdownallocate_1.bpl.bpl.txt,OK,849,557.902393,OR,Run1
sbp2port_irqlioapclte_1.bpl.bpl.txt,OK,107,34.791771000000004,OR,Run1
mouser_removelock_0.bpl.bpl.txt,NOK,132,15.734765000000001,OR,Run1
modem_irqlkesetevent_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
parport_irqlexallocatepool_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
modem_markirppending_0.bpl.bpl.txt,NOK,351,40.370699,OR,Run1
61883_removelockreleasepnp_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
61883_irqlreturn_1.bpl.bpl.txt,OK,127,23.529236,OR,Run1
sbp2port_markirppending_1.bpl.bpl.txt,NOK,94,12.603929999999998,OR,Run1
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,501,84.386169,OR,Run1
sys_zwregistrycreate_0.bpl.bpl.txt,OK,26,753.83222,OR,Run1
hw_irqlkereleasespinlock_0.bpl.bpl.txt,OK,3808,2731.942392,OR,Run1
hw_irqlreturn_0.bpl.bpl.txt,OK,319,130.636874,OR,Run1
mouclass_completerequest_1.bpl.bpl.txt,OK,235,38.340839,OR,Run1
driver_irqlkewaitformutexobject_2.bpl.bpl.txt,OK,11,13.340532999999999,OR,Run1
kbdclass_nsremovelockquerymnremove_1.bpl.bpl.txt,OK,843,357.95593399999996,OR,Run1
sbp2port_spinlocksafe_0.bpl.bpl.txt,NOK,108,7.824503999999999,OR,Run1
kerneldriver_irqlkedispatchlte_0.bpl.bpl.txt,OK,2812,1830.338664,OR,Run1
winnt_completerequeststatuscheck_0.bpl.bpl.txt,NOK,102,10.542392999999999,OR,Run1
sbp2port_pendedcompletedrequest3_1.bpl.bpl.txt,NOK,125,8.099143,OR,Run1
avc_ioallocatecomplete_0.bpl.bpl.txt,NOK,58,12.420139,OR,Run1
mp_irqlexapclte3_0.bpl.bpl.txt,OK,322,70.58778000000001,OR,Run1
avc_markirppending_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
serial_irqlkedispatchlte_0.bpl.bpl.txt,NOK,1813,997.379324,OR,Run1
mouser_completerequest_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
daytona_removelockrelease2_0.bpl.bpl.txt,NOK,283,87.337674,OR,Run1
kbdclass_ioallocatefree_0.bpl.bpl.txt,OK,782,297.119853,OR,Run1
hw_irpcancelfield_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
driver_iobuildsynchronousfsdrequestnofree_0.bpl.bpl.txt,NOK,205,49.009616,OR,Run1
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,261,76.404138,OR,Run1
sbp2port_irqlkeraiselower2_0.bpl.bpl.txt,NOK,98,13.075254000000001,OR,Run1
driver_irqlpspassive_0.bpl.bpl.txt,OK,1,2.214481,OR,Run1
mp_removecheck_0.bpl.bpl.txt,OK,12,14.786158999999998,OR,Run1
serenum_markirppending_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
61883_removelockrelease2_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
sbp2port_removelock_0.bpl.bpl.txt,NOK,105,16.213499,OR,Run1
filter_lowerdriverreturn_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
